artist_key,canonical_name,normalized_name,aliases,country_signals,genre_signals,source_ids,confidence_score,confidence_tier,inclusion_reasons,notes
d98f4ced-e720-457f-916d-51f344c54265,Cuco Sánchez,cuco sanchez,Cuco Sánchez|José del Refugio Sánchez Saldaña,MX|Mexico|Tamaulipas,bolero|latin|mariachi|mx_person|ranchera|singer-songwriter,"[{""source"": ""musicbrainz"", ""id"": ""161ff9a7-b629-4dc5-8bd6-57e0c1af32bb""}, {""source"": ""musicbrainz"", ""id"": ""161ff9a7-b629-4dc5-8bd6-57e0c1af32bb""}, {""source"": ""wikidata"", ""id"": ""Q2633619""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
c3e6aaed-414d-49a0-a13f-4fb4c1519072,Yuri,yuri,Yuri|Yuridia Valenzuela Canseco,MX|Mexico|Veracruz,Latin pop|ballade|electronic dance music|latin|latin pop|mariachi|mexican pop|mx_person|pop|ranchera|salsa,"[{""source"": ""musicbrainz"", ""id"": ""40bad6e2-77f9-47b7-b0da-ffe035a10f67""}, {""source"": ""musicbrainz"", ""id"": ""40bad6e2-77f9-47b7-b0da-ffe035a10f67""}, {""source"": ""wikidata"", ""id"": ""Q2508214""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
ade2d31a-f09a-4549-95f7-4ecced543600,Paulina Rubio,paulina rubio,Paulina Rubio|Paulina Susana Rubio Rue|Paulina Susana Rubio-Dosamantes|Pauline Rubio,Ciudad de México|MX|Mexico,arena rock|bubblegum pop|cumbia|dance|dance-pop|edm|electropop|español|folk|latin pop|music of Latin America|mx_person|méxico|pop|pop rock|r&b|ranchera|reggaeton|rock en espanol|synth-pop|techno|trap|vallenato,"[{""source"": ""musicbrainz"", ""id"": ""5938c629-1d06-480b-9780-859b153af11e""}, {""source"": ""musicbrainz"", ""id"": ""5938c629-1d06-480b-9780-859b153af11e""}, {""source"": ""wikidata"", ""id"": ""Q202536""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
3d94de71-d81f-4873-a3fe-8004664d9eb7,Jorge Negrete,jorge negrete,Jorge Alberto Negrete Moreno|Jorge Negrete,Guanajuato|MX|Mexico,latin|mx_person|ranchera,"[{""source"": ""musicbrainz"", ""id"": ""ec57c22f-9bb7-48ab-aa85-dab108a71b53""}, {""source"": ""musicbrainz"", ""id"": ""ec57c22f-9bb7-48ab-aa85-dab108a71b53""}, {""source"": ""wikidata"", ""id"": ""Q734580""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
73c3f836-77a0-4bb1-a3d9-1a769dd98884,Marco Antonio Solís,marco antonio solis,Marco Antonio Solís|Marco Antonio Solís Sosa,MX|Mexico,ballad|latin|latin pop|mx_person|pop rock|ranchera,"[{""source"": ""musicbrainz"", ""id"": ""006631f4-5214-49ff-a386-a064853d1a1e""}, {""source"": ""musicbrainz"", ""id"": ""006631f4-5214-49ff-a386-a064853d1a1e""}, {""source"": ""wikidata"", ""id"": ""Q1627834""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
681aceed-fcbd-4288-875e-ef45f538af3d,David Záizar,david zaizar,David Záizar,Jalisco|MX|Mexico,mx_person|ranchera,"[{""source"": ""musicbrainz"", ""id"": ""327168e8-6cef-4626-b4fe-742032dfdab0""}, {""source"": ""wikidata"", ""id"": ""Q5241426""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
7ccbf45b-1856-41ca-bafb-04f30998b079,Lucero,lucero,Lucerito|Lucero|Lucero Hogaza León,Ciudad de México|MX|Mexico,Latin pop|ballade|latin|mx_person|national folk|pop|ranchera|regional Mexican,"[{""source"": ""musicbrainz"", ""id"": ""4befe93e-7cb6-4adb-b822-8b19ceb59768""}, {""source"": ""musicbrainz"", ""id"": ""4befe93e-7cb6-4adb-b822-8b19ceb59768""}, {""source"": ""wikidata"", ""id"": ""Q171463""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
5ce63195-2ec5-4afe-8595-2117a68762aa,Miguel Aceves Mejía,miguel aceves mejia,Miguel Aceves Mejía,Chihuahua|MX|Mexico,mx_person|ranchera,"[{""source"": ""musicbrainz"", ""id"": ""9f61287e-bfc4-4509-9364-d7bb750a7d7d""}, {""source"": ""musicbrainz"", ""id"": ""9f61287e-bfc4-4509-9364-d7bb750a7d7d""}, {""source"": ""wikidata"", ""id"": ""Q5368793""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
c371a540-103c-40da-aba6-f36e6ee7eea8,Pancho Barraza,pancho barraza,Francisco Javier Barraza Rodríguez|Jose Arriaga Barraza Rodríguez|Pancho Barraza,Guasave|MX|Mexico,banda|banda sinaloense|latin pop|mariachi|mx_person|ranchera|regional mexicano|tropical house,"[{""source"": ""musicbrainz"", ""id"": ""0556bfcd-52d0-4ec2-953d-52e93f2d2447""}, {""source"": ""musicbrainz"", ""id"": ""0556bfcd-52d0-4ec2-953d-52e93f2d2447""}, {""source"": ""wikidata"", ""id"": ""Q5483174""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
184ed8f8-801f-42b5-8f16-fee438032bc7,Paquita la del Barrio,paquita la del barrio,Francisca Viveros Barradas|Paquita la del Barrio,Alto Lucero|MX|Mexico,bolero|mx_person|ranchera|regional Mexican|regional mexicano,"[{""source"": ""musicbrainz"", ""id"": ""34d5c30f-55f5-4ab2-abce-2456a1ee0e01""}, {""source"": ""musicbrainz"", ""id"": ""34d5c30f-55f5-4ab2-abce-2456a1ee0e01""}, {""source"": ""wikidata"", ""id"": ""Q3043199""}]",4,high,mexico_signal|regional_genre_signal|multi_source_presence,
